anchor_id,anchor_text,anchor_keywords,anchor_summary,target_id,target_text,target_keywords,target_summary
LR 3.3.4.b,"Overshoot of a warming level results in more adverse impacts, some irreversible, and additional risks for human and natural systems compared to staying below that warming level, with risks growing with the magnitude and duration of overshoot . Compared to pathways without overshoot, societies and ecosystems would be exposed to greater and more widespread changes in climatic impact-drivers, such as extreme heat and extreme precipitation, with increasing risks to infrastructure, low-lying coastal settlements, and associated livelihoods . Overshooting 1.5°C will result in irreversible adverse impacts on certain ecosystems with low resilience, such as polar, mountain, and coastal ecosystems, impacted by ice- sheet glacier melt, or by accelerating and higher committed sea level rise . Overshoot increases the risks of severe impacts, such as increased wildfires, mass mortality of trees, drying of peatlands, thawing of permafrost and weakening natural land carbon sinks; such impacts could increase releases of GHGs making temperature reversal more challenging . ",,, WGI SPM C.2.1,"All regions39are projected to experience further increases in hot climatic impact-drivers (CIDs) and decreases in cold CIDs . Further decreases are projected in permafrost; snow, glaciers and ice sheets; and lake and Arctic sea ice (medium to high confidence).40These changes would be larger at 2°C global warming or above than at 1.5°C (high confidence). For example, extreme heat thresholds relevant to agriculture and health are projected to be exceeded more frequently at higher global warming levels . (Table SPM.1, Figure SPM.9)",,
LR 3.3.4.b,"Overshoot of a warming level results in more adverse impacts, some irreversible, and additional risks for human and natural systems compared to staying below that warming level, with risks growing with the magnitude and duration of overshoot . Compared to pathways without overshoot, societies and ecosystems would be exposed to greater and more widespread changes in climatic impact-drivers, such as extreme heat and extreme precipitation, with increasing risks to infrastructure, low-lying coastal settlements, and associated livelihoods . Overshooting 1.5°C will result in irreversible adverse impacts on certain ecosystems with low resilience, such as polar, mountain, and coastal ecosystems, impacted by ice- sheet glacier melt, or by accelerating and higher committed sea level rise . Overshoot increases the risks of severe impacts, such as increased wildfires, mass mortality of trees, drying of peatlands, thawing of permafrost and weakening natural land carbon sinks; such impacts could increase releases of GHGs making temperature reversal more challenging . ",,, WGI SPM C.2.3,"At 2°C global warming and above, the level of confidence in and the magnitude of the change in droughts and heavy and mean precipitation increase compared to those at 1.5°C. Heavy precipitation and associated flooding events are projected to become more intense and frequent in the Pacific Islands and across many regions of North America and Europe (medium to high confidence).40These changes are also seen in some regions in Australasia and Central and South America (medium  confidence). Several regions in Africa, South America and Europe are projected to experience an increase in frequency and/or severity of agricultural and ecological droughts with medium to high confidence;40increases are also projected in Australasia, Central and North America, and the Caribbean with medium confidence. A small number of regions in Africa, Australasia, Europe and North America are also projected to be affected by increases in hydrological droughts, and several regions are projected to be affected by increases or decreases in meteorological droughts, with more regions displaying an increase . Mean precipitation is projected to increase in all polar, northern European and northern North American regions, most Asian regions and two regions of South America . (Table SPM.1, Figure SPM.5, Figure SPM.6, Figure SPM.9)",,
LR 3.3.4.c,"The larger the overshoot, the more net negative CO2 emissions needed to return to a given warming level . Reducing global temperature by removing CO2 would require net negative emissions of 220 GtCO2 (best estimate, with a likely range 160-370 GtCO2) for every tenth of a degree . Modelled pathways that limit warming to 1.5°C (>50%) with no or limited overshoot reach median values of cumulative net-negative emissions of 220 GtCO2 by 2100, pathways that return warming to 1.5°C (>50%) after high overshoot reach median values of 360 GtCO2 .80More rapid reduction in CO2 and non-CO2 emissions, particularly methane, limits peak warming levels and reduces the requirement for net negative CO2 emissions and CDR, thereby reducing feasibility and sustainability concerns, and social and environmental risks . ",,,WGI SPM D.1.1,"This Report reaffirms with high confidence the AR5 finding that there is a near-linear relationship between cumulative anthropogenic CO2emissions and the global warming they cause. Each 1000 GtCO2of cumulative CO2emissions is assessed to likely cause a 0.27°C to 0.63°C increase in global surface temperature with a best estimate of 0.45°C.41This is a narrower range compared to AR5 and SR1.5. This quantity is referred to as the transient climate response to cumulative CO2emissions (TCRE). This relationship implies that reaching net zero anthropogenic CO2emissions42is a requirement to stabilize human-induced global temperature increase at any level, but that limiting global temperature increase to a specific level would imply limiting cumulative CO2emissions to within a carbon budget.43 ",,
LR 4.1.b,"The magnitude and rate of climate change and associated risks depend strongly on near-term mitigation and adaptation actions . Global warming is more likely than not to reach 1.5°C between 2021 and 2040 even under the very low GHG emission scenarios (SSP1-1.9), and likely or very likely to exceed 1.5°C under higher emissions scenarios84. Many adaptation options have medium or high feasibility up to 1.5°C (medium to high confidence, depending on option), but hard limits to adaptation have already been reached in some ecosystems and the effectiveness of adaptation to reduce climate risk will decrease with increasing warming . Societal choices and actions implemented in this decade determine the extent to which medium- and long-term pathways will deliver higher or lower climate resilient development . Climate resilient development prospects are increasingly limited if current greenhouse gas emissions do not rapidly decline, especially if 1.5°C global warming is exceeded in the near-term . Without urgent, effective and equitable adaptation and mitigation actions, climate change increasingly threatens the health and livelihoods of people around the globe, ecosystem health, and biodiversity, with severe adverse consequences for current and future generations . . (Cross-Section Box.2, Figure 2.1, Figure 2.3)",,,WGI SPM B.1.3,"Global warming of 1.5°C relative to 1850–1900 would be exceeded during the 21st century under the intermediate, high and very high GHG emissions scenarios considered in this report (SSP2-4.5, SSP3-7.0 and SSP5-8.5, respectively). Under the five illustrative scenarios, in the near term (2021–2040), the 1.5°C global warming level is very likely to be exceeded under the very high GHG emissions scenario (SSP5-8.5), likely to be exceeded under the intermediate and high GHG emissions scenarios (SSP2-4.5 and SSP3-7.0), more likely than not to be exceeded under the low GHG emissions scenario (SSP1-2.6) and more likely than not to be reached under the very low GHG emissions scenario (SSP1-1.9).27Furthermore, for the very low GHG emissions scenario (SSP1-1.9), it is more likely than not that global surface temperature would decline back to below 1.5°C toward the end of the 21st century, with a temporary overshoot of no more than 0.1°C above 1.5°C global warming.  (Table SPM.1, Figure SPM.4)",,
LR 4.1.b,"The magnitude and rate of climate change and associated risks depend strongly on near-term mitigation and adaptation actions . Global warming is more likely than not to reach 1.5°C between 2021 and 2040 even under the very low GHG emission scenarios (SSP1-1.9), and likely or very likely to exceed 1.5°C under higher emissions scenarios84. Many adaptation options have medium or high feasibility up to 1.5°C (medium to high confidence, depending on option), but hard limits to adaptation have already been reached in some ecosystems and the effectiveness of adaptation to reduce climate risk will decrease with increasing warming . Societal choices and actions implemented in this decade determine the extent to which medium- and long-term pathways will deliver higher or lower climate resilient development . Climate resilient development prospects are increasingly limited if current greenhouse gas emissions do not rapidly decline, especially if 1.5°C global warming is exceeded in the near-term . Without urgent, effective and equitable adaptation and mitigation actions, climate change increasingly threatens the health and livelihoods of people around the globe, ecosystem health, and biodiversity, with severe adverse consequences for current and future generations . . (Cross-Section Box.2, Figure 2.1, Figure 2.3)",,, WGI SPM B.5.1,"Past GHG emissions since 1750 have committed the global ocean to future warming . Over the rest of the 21st century, likely ocean warming ranges from 2–4 (SSP1-2.6) to 4–8 times (SSP5-8.5) the 1971–2018 change. Based on multiple lines of evidence, upper ocean stratification (virtually certain), ocean acidification (virtually certain) and ocean deoxygenation  will continue to increase in the 21st century, at rates dependent on future emissions. Changes are irreversible on centennial to millennial time scales in global ocean temperature , deep-ocean acidification  and deoxygenation .  ",,
LR 4.1.b,"The magnitude and rate of climate change and associated risks depend strongly on near-term mitigation and adaptation actions . Global warming is more likely than not to reach 1.5°C between 2021 and 2040 even under the very low GHG emission scenarios (SSP1-1.9), and likely or very likely to exceed 1.5°C under higher emissions scenarios84. Many adaptation options have medium or high feasibility up to 1.5°C (medium to high confidence, depending on option), but hard limits to adaptation have already been reached in some ecosystems and the effectiveness of adaptation to reduce climate risk will decrease with increasing warming . Societal choices and actions implemented in this decade determine the extent to which medium- and long-term pathways will deliver higher or lower climate resilient development . Climate resilient development prospects are increasingly limited if current greenhouse gas emissions do not rapidly decline, especially if 1.5°C global warming is exceeded in the near-term . Without urgent, effective and equitable adaptation and mitigation actions, climate change increasingly threatens the health and livelihoods of people around the globe, ecosystem health, and biodiversity, with severe adverse consequences for current and future generations . . (Cross-Section Box.2, Figure 2.1, Figure 2.3)",,, WGI SPM B.5.2,"Mountain and polar glaciers are committed to continue melting for decades or centuries . Loss of permafrost carbon following permafrost thaw is irreversible at centennial time scales . Continued ice loss over the 21st century is virtually certain for the Greenland Ice Sheet and likely for the Antarctic Ice Sheet. There is high confidence that total ice loss from the Greenland Ice Sheet will increase with cumulative emissions. There is limited evidence for low-likelihood, high-impact outcomes (resulting from ice-sheet instability processes characterized by deep uncertainty and in some cases involving tipping points) that would strongly increase ice loss from the Antarctic Ice Sheet for centuries under high GHG emissions scenarios.34",,
LR 4.2.d,"Mitigation actions will have other sustainable development co-benefits . Mitigation will improve air quality and human health in the near-term notably because many air pollutants are co-emitted by GHG emitting sectors and because methane emissions leads to surface ozone formation  The benefits from air quality improvement include prevention of air pollution-related premature deaths, chronic diseases and damages to ecosystems and crops. The economic benefits for human health from air quality improvement arising from mitigation action can be of the same order of magnitude as mitigation costs, and potentially even larger . As methane has a short lifetime but is a potent GHG, strong, rapid and sustained reductions in methane emissions can limit near-term warming and improve air quality by reducing global surface ozone . ",,,WGI SPM D.1.7,"In the five illustrative scenarios, simultaneous changes in CH4, aerosol and ozone precursor emissions, which also contribute to air pollution, lead to a net global surface warming in the near and long term . In the long term, this net warming is lower in scenarios assuming air pollution controls combined with strong and sustained CH4emissions reductions . In the low and very low GHG emissions scenarios, assumed reductions in anthropogenic aerosol emissions lead to a net warming, while reductions in CH4and other ozone precursor emissions lead to a net cooling. Because of the short lifetime of both CH4 and aerosols, these climate effects partially counterbalance each other, and reductions in CH4emissions also contribute to improved air quality by reducing global surface ozone (high confidence).  ",,
LR 4.2.d,"Mitigation actions will have other sustainable development co-benefits . Mitigation will improve air quality and human health in the near-term notably because many air pollutants are co-emitted by GHG emitting sectors and because methane emissions leads to surface ozone formation  The benefits from air quality improvement include prevention of air pollution-related premature deaths, chronic diseases and damages to ecosystems and crops. The economic benefits for human health from air quality improvement arising from mitigation action can be of the same order of magnitude as mitigation costs, and potentially even larger . As methane has a short lifetime but is a potent GHG, strong, rapid and sustained reductions in methane emissions can limit near-term warming and improve air quality by reducing global surface ozone . ",,, WGI SPM D.2.2,"Reductions in GHG emissions also lead to air quality improvements. However, in the near term,49even in scenarios with strong reduction of GHGs, as in the low and very low GHG emissions scenarios (SSP1-2.6 and SSP1-1.9), these improvements",,
LR 4.3.b,"Global warming will continue to increase in the near term (2021–2040) mainly due to increased cumulative CO2 emissions in nearly all considered scenarios and pathways. In the near term, every region in the world is projected to face further increases in climate hazards (medium to high confidence, depending on region and hazard), increasing multiple risks to ecosystems and humans . In the near-term, natural variability92will modulate human-caused changes, either attenuating or amplifying projected changes, especially at regional scales, with little effect on centennial global warming. Those modulations are important to consider in adaptation planning. Global surface temperature in any single year can vary above or below the long-term human-induced trend, due to natural variability. By 2030, global surface temperature in any individual year could exceed 1.5oC relative to 1850–1900 with a probability between 40% and 60%, across the five scenarios assessed in WGI . The occurrence of individual years with global surface temperature change above a certain level does not imply that this global warming level has been reached. If a large explosive volcanic eruption were to occur in the near-term93, it would temporarily and partially mask human-caused climate change by reducing global surface temperature and precipitation, especially over land, for one to three years . .",,,WGI SPM B.1.3,"Global warming of 1.5°C relative to 1850–1900 would be exceeded during the 21st century under the intermediate, high and very high GHG emissions scenarios considered in this report (SSP2-4.5, SSP3-7.0 and SSP5-8.5, respectively). Under the five illustrative scenarios, in the near term (2021–2040), the 1.5°C global warming level is very likely to be exceeded under the very high GHG emissions scenario (SSP5-8.5), likely to be exceeded under the intermediate and high GHG emissions scenarios (SSP2-4.5 and SSP3-7.0), more likely than not to be exceeded under the low GHG emissions scenario (SSP1-2.6) and more likely than not to be reached under the very low GHG emissions scenario (SSP1-1.9).27Furthermore, for the very low GHG emissions scenario (SSP1-1.9), it is more likely than not that global surface temperature would decline back to below 1.5°C toward the end of the 21st century, with a temporary overshoot of no more than 0.1°C above 1.5°C global warming.  (Table SPM.1, Figure SPM.4)",,
LR 4.3.b,"Global warming will continue to increase in the near term (2021–2040) mainly due to increased cumulative CO2 emissions in nearly all considered scenarios and pathways. In the near term, every region in the world is projected to face further increases in climate hazards (medium to high confidence, depending on region and hazard), increasing multiple risks to ecosystems and humans . In the near-term, natural variability92will modulate human-caused changes, either attenuating or amplifying projected changes, especially at regional scales, with little effect on centennial global warming. Those modulations are important to consider in adaptation planning. Global surface temperature in any single year can vary above or below the long-term human-induced trend, due to natural variability. By 2030, global surface temperature in any individual year could exceed 1.5oC relative to 1850–1900 with a probability between 40% and 60%, across the five scenarios assessed in WGI . The occurrence of individual years with global surface temperature change above a certain level does not imply that this global warming level has been reached. If a large explosive volcanic eruption were to occur in the near-term93, it would temporarily and partially mask human-caused climate change by reducing global surface temperature and precipitation, especially over land, for one to three years . .",,, WGI SPM B.1.4,"Global surface temperature in any single year can vary above or below the long-term human-induced trend, due to substantial natural variability.28The occurrence of individual years with global surface temperature change above a certain level, for example 1.5°C or 2°C, relative to 1850–1900 does not imply that this global warming level has been reached.29",,
LR 4.3.b,"Global warming will continue to increase in the near term (2021–2040) mainly due to increased cumulative CO2 emissions in nearly all considered scenarios and pathways. In the near term, every region in the world is projected to face further increases in climate hazards (medium to high confidence, depending on region and hazard), increasing multiple risks to ecosystems and humans . In the near-term, natural variability92will modulate human-caused changes, either attenuating or amplifying projected changes, especially at regional scales, with little effect on centennial global warming. Those modulations are important to consider in adaptation planning. Global surface temperature in any single year can vary above or below the long-term human-induced trend, due to natural variability. By 2030, global surface temperature in any individual year could exceed 1.5oC relative to 1850–1900 with a probability between 40% and 60%, across the five scenarios assessed in WGI . The occurrence of individual years with global surface temperature change above a certain level does not imply that this global warming level has been reached. If a large explosive volcanic eruption were to occur in the near-term93, it would temporarily and partially mask human-caused climate change by reducing global surface temperature and precipitation, especially over land, for one to three years . .",,, WGI SPM C.1,"Natural drivers and internal variability will modulate human-caused changes, especially at regional scales and in the near term, with little effect on centennial global warming. These modulations are important to consider in planning for the full range of possible changes.",,
LR 4.3.b,"Global warming will continue to increase in the near term (2021–2040) mainly due to increased cumulative CO2 emissions in nearly all considered scenarios and pathways. In the near term, every region in the world is projected to face further increases in climate hazards (medium to high confidence, depending on region and hazard), increasing multiple risks to ecosystems and humans . In the near-term, natural variability92will modulate human-caused changes, either attenuating or amplifying projected changes, especially at regional scales, with little effect on centennial global warming. Those modulations are important to consider in adaptation planning. Global surface temperature in any single year can vary above or below the long-term human-induced trend, due to natural variability. By 2030, global surface temperature in any individual year could exceed 1.5oC relative to 1850–1900 with a probability between 40% and 60%, across the five scenarios assessed in WGI . The occurrence of individual years with global surface temperature change above a certain level does not imply that this global warming level has been reached. If a large explosive volcanic eruption were to occur in the near-term93, it would temporarily and partially mask human-caused climate change by reducing global surface temperature and precipitation, especially over land, for one to three years . .",,, WGI SPM C.2,"With further global warming, every region is projected to increasingly experience concurrent and multiple changes in climatic impact-drivers. Changes in several climatic impact-drivers would be more widespread at 2°C compared to 1.5°C global warming and even more widespread and/or pronounced for higher warming levels.  (Table SPM.1, Figure SPM.9)",,
LR 4.3.c,"The level of risk for humans and ecosystems will depend on near-term trends in vulnerability, exposure, level of socio-economic development and adaptation . In the near-term, many climate-associated risks to natural and human systems depend more strongly on changes in these systems’ vulnerability and exposure than on differences in climate hazards between emissions scenarios . Future exposure to climatic hazards is increasing globally due to socio-economic development trends including growing inequality, and when urbanisation or migration increase exposure . Urbanisation increases hot extremes  and precipitation runoff intensity . Increasing urbanisation in low-lying and coastal zones will be a major driver of increasing exposure to extreme riverflow events and sea level rise hazards, increasing risks  . Vulnerability will also rise rapidly in low-lying Small Island Developing States and atolls in the context of sea level rise  (see Figure 3.4 and Figure 4.3). Human vulnerability will concentrate in informal settlements and rapidly growing smaller settlements; and vulnerability in rural areas will be heightened by reduced habitability and high reliance on climate-sensitive livelihoods . Human and ecosystem vulnerability are interdependent . Vulnerability to climate change for ecosystems will be strongly influenced by past, present, and future patterns of human development, including from unsustainable consumption and production, increasing demographic pressures, and persistent unsustainable use and management of land, ocean, and water . Several near-term risks can be moderated with adaptation . (see Section 4.5 and 3.2) ",,,WGI SPM C.2.6,"Cities intensify human-induced warming locally, and further urbanization together with more frequent hot extremes will increase the severity of heatwaves . Urbanization also increases mean and heavy precipitation over and/or downwind of cities  and resulting runoff intensity . In coastal cities, the combination of more frequent extreme sea level events (due to sea level rise and storm surge) and extreme rainfall/ riverflow events will make flooding more probable . ",,
LR 4.3.e,"● Increased intensity and frequency of hot extremes and dangerous heat-humidity conditions, with increased human mortality, morbidity, and labour productivity loss  .  ● Increasing frequency of marine heatwaves will increase risks of biodiversity loss in the oceans, including from mass mortality events   ● Near-term risks for biodiversity loss are moderate to high in forest ecosystems  and kelp and seagrass ecosystems (high to very high confidence) and are high to very high in Arctic sea-ice and terrestrial ecosystems  and warm-water coral reefs  .  ● More intense and frequent extreme rainfall and associated flooding in many regions including coastal and other low-lying cities (medium to high confidence), and increased proportion of and peak wind speeds of intense tropical cyclones  .  ● High risks from dryland water scarcity, wildfire damage, and permafrost degradation  . ● Continued sea level rise and increased frequency and magnitude of extreme sea level events encroaching on coastal human settlements and damaging coastal infrastructure , committing low-lying coastal ecosystems to submergence and loss , expanding land salinization , with cascading to risks to livelihoods, health, well-being, cultural values, food and water security  . . ● Climate change will significantly increase ill health and premature deaths from the near- to long-term . Further warming will increase climate-sensitive food-borne, water-borne, and vector-borne disease risks , and mental health challenges including anxiety and stress . ● Cryosphere-related changes in floods, landslides, and water availability have the potential to lead to severe consequences for people, infrastructure and the economy in most mountain regions .  ● The projected increase in frequency and intensity of heavy precipitation  will increase rain-generated local flooding . ",,,WGI SPM B.2.2,"With every additional increment of global warming, changes in extremes continue to become larger. For example, every additional 0.5°C of global warming causes clearly discernible increases in the intensity and frequency of hot extremes, including heatwaves (very likely), and heavy precipitation , as well as agricultural and ecological droughts30in some regions . Discernible changes in intensity and frequency of meteorological droughts, with more regions showing increases than decreases, are seen in some regions for every additional 0.5°C of global warming . Increases in frequency and intensity of hydrological droughts become larger with increasing global warming in some regions . There will be an increasing occurrence of some extreme events unprecedented in the observational record with additional global warming, even at 1.5°C of global warming. Projected percentage changes in frequency are larger for rarer events .  ",,
LR 4.3.e,"● Increased intensity and frequency of hot extremes and dangerous heat-humidity conditions, with increased human mortality, morbidity, and labour productivity loss  .  ● Increasing frequency of marine heatwaves will increase risks of biodiversity loss in the oceans, including from mass mortality events   ● Near-term risks for biodiversity loss are moderate to high in forest ecosystems  and kelp and seagrass ecosystems (high to very high confidence) and are high to very high in Arctic sea-ice and terrestrial ecosystems  and warm-water coral reefs  .  ● More intense and frequent extreme rainfall and associated flooding in many regions including coastal and other low-lying cities (medium to high confidence), and increased proportion of and peak wind speeds of intense tropical cyclones  .  ● High risks from dryland water scarcity, wildfire damage, and permafrost degradation  . ● Continued sea level rise and increased frequency and magnitude of extreme sea level events encroaching on coastal human settlements and damaging coastal infrastructure , committing low-lying coastal ecosystems to submergence and loss , expanding land salinization , with cascading to risks to livelihoods, health, well-being, cultural values, food and water security  . . ● Climate change will significantly increase ill health and premature deaths from the near- to long-term . Further warming will increase climate-sensitive food-borne, water-borne, and vector-borne disease risks , and mental health challenges including anxiety and stress . ● Cryosphere-related changes in floods, landslides, and water availability have the potential to lead to severe consequences for people, infrastructure and the economy in most mountain regions .  ● The projected increase in frequency and intensity of heavy precipitation  will increase rain-generated local flooding .  WGI SPM B.2.2 WGI TS Figure TS.6 WGII SPM B.1.4 WGII SPM B.4.4 WGII SPM Figure SPM.2",,,WGI SPM B.2.3,"Some mid-latitude and semi-arid regions, and the South American Monsoon region, are projected to see the highest increase in the temperature of the hottest days, at about 1.5 to 2 times the rate of global warming . The Arctic is projected to experience the highest increase in the temperature of the coldest days, at about three times the rate of global warming . With additional global warming, the frequency of marine heatwaves will continue to increase , particularly in the tropical ocean and the Arctic .  ",,
LR 4.3.e,"● Increased intensity and frequency of hot extremes and dangerous heat-humidity conditions, with increased human mortality, morbidity, and labour productivity loss  .  ● Increasing frequency of marine heatwaves will increase risks of biodiversity loss in the oceans, including from mass mortality events   ● Near-term risks for biodiversity loss are moderate to high in forest ecosystems  and kelp and seagrass ecosystems (high to very high confidence) and are high to very high in Arctic sea-ice and terrestrial ecosystems  and warm-water coral reefs  .  ● More intense and frequent extreme rainfall and associated flooding in many regions including coastal and other low-lying cities (medium to high confidence), and increased proportion of and peak wind speeds of intense tropical cyclones  .  ● High risks from dryland water scarcity, wildfire damage, and permafrost degradation  . ● Continued sea level rise and increased frequency and magnitude of extreme sea level events encroaching on coastal human settlements and damaging coastal infrastructure , committing low-lying coastal ecosystems to submergence and loss , expanding land salinization , with cascading to risks to livelihoods, health, well-being, cultural values, food and water security  . . ● Climate change will significantly increase ill health and premature deaths from the near- to long-term . Further warming will increase climate-sensitive food-borne, water-borne, and vector-borne disease risks , and mental health challenges including anxiety and stress . ● Cryosphere-related changes in floods, landslides, and water availability have the potential to lead to severe consequences for people, infrastructure and the economy in most mountain regions .  ● The projected increase in frequency and intensity of heavy precipitation  will increase rain-generated local flooding .  WGI SPM B.2.2 WGI TS Figure TS.6 WGII SPM B.1.4 WGII SPM B.4.4 WGII SPM Figure SPM.2WGI SPM B.2.3 WGII SPM B.1.2 WGII SPM Figure SPM.2 SROCC SPM B.5.1WGII SPM B.3.1",,,WGI SPM B.2.4,"It is very likely that heavy precipitation events will intensify and become more frequent in most regions with additional global warming. At the global scale, extreme daily precipitation events are projected to intensify by about 7% for each 1°C of global warming . The proportion of intense tropical cyclones (Category 4–5) and peak wind speeds of the most intense tropical cyclones are projected to increase at the global scale with increasing global warming .  ",,
LR 4.3.e,"● Increased intensity and frequency of hot extremes and dangerous heat-humidity conditions, with increased human mortality, morbidity, and labour productivity loss  .  ● Increasing frequency of marine heatwaves will increase risks of biodiversity loss in the oceans, including from mass mortality events   ● Near-term risks for biodiversity loss are moderate to high in forest ecosystems  and kelp and seagrass ecosystems (high to very high confidence) and are high to very high in Arctic sea-ice and terrestrial ecosystems  and warm-water coral reefs  .  ● More intense and frequent extreme rainfall and associated flooding in many regions including coastal and other low-lying cities (medium to high confidence), and increased proportion of and peak wind speeds of intense tropical cyclones  .  ● High risks from dryland water scarcity, wildfire damage, and permafrost degradation  . ● Continued sea level rise and increased frequency and magnitude of extreme sea level events encroaching on coastal human settlements and damaging coastal infrastructure , committing low-lying coastal ecosystems to submergence and loss , expanding land salinization , with cascading to risks to livelihoods, health, well-being, cultural values, food and water security  . . ● Climate change will significantly increase ill health and premature deaths from the near- to long-term . Further warming will increase climate-sensitive food-borne, water-borne, and vector-borne disease risks , and mental health challenges including anxiety and stress . ● Cryosphere-related changes in floods, landslides, and water availability have the potential to lead to severe consequences for people, infrastructure and the economy in most mountain regions .  ● The projected increase in frequency and intensity of heavy precipitation  will increase rain-generated local flooding .  WGI SPM B.2.2 WGI TS Figure TS.6 WGII SPM B.1.4 WGII SPM B.4.4 WGII SPM Figure SPM.2WGI SPM B.2.3 WGII SPM B.1.2 WGII SPM Figure SPM.2 SROCC SPM B.5.1WGII SPM B.3.1",,, WGI SPM C.2.2,"At 1.5°C global warming, heavy precipitation and associated flooding are projected to intensify and be more frequent in most regions in Africa and Asia , North America (medium to high confidence)40and Europe . Also, more frequent and/or severe agricultural and ecological droughts are projected in a few regions in all inhabited continents except Asia compared to 1850–1900 ; increases in meteorological droughts are also projected in a few regions . A small number of regions are projected to experience increases or decreases in mean precipitation .  (Table SPM.1)",,
LR 4.3.e,"● Increased intensity and frequency of hot extremes and dangerous heat-humidity conditions, with increased human mortality, morbidity, and labour productivity loss  .  ● Increasing frequency of marine heatwaves will increase risks of biodiversity loss in the oceans, including from mass mortality events   ● Near-term risks for biodiversity loss are moderate to high in forest ecosystems  and kelp and seagrass ecosystems (high to very high confidence) and are high to very high in Arctic sea-ice and terrestrial ecosystems  and warm-water coral reefs  .  ● More intense and frequent extreme rainfall and associated flooding in many regions including coastal and other low-lying cities (medium to high confidence), and increased proportion of and peak wind speeds of intense tropical cyclones  .  ● High risks from dryland water scarcity, wildfire damage, and permafrost degradation  . ● Continued sea level rise and increased frequency and magnitude of extreme sea level events encroaching on coastal human settlements and damaging coastal infrastructure , committing low-lying coastal ecosystems to submergence and loss , expanding land salinization , with cascading to risks to livelihoods, health, well-being, cultural values, food and water security  . . ● Climate change will significantly increase ill health and premature deaths from the near- to long-term . Further warming will increase climate-sensitive food-borne, water-borne, and vector-borne disease risks , and mental health challenges including anxiety and stress . ● Cryosphere-related changes in floods, landslides, and water availability have the potential to lead to severe consequences for people, infrastructure and the economy in most mountain regions .  ● The projected increase in frequency and intensity of heavy precipitation  will increase rain-generated local flooding .  WGI SPM B.2.2 WGI TS Figure TS.6 WGII SPM B.1.4 WGII SPM B.4.4 WGII SPM Figure SPM.2WGI SPM B.2.3 WGII SPM B.1.2 WGII SPM Figure SPM.2 SROCC SPM B.5.1WGII SPM B.3.1",,, WGI SPM C.2.6,"Cities intensify human-induced warming locally, and further urbanization together with more frequent hot extremes will increase the severity of heatwaves . Urbanization also increases mean and heavy precipitation over and/or downwind of cities  and resulting runoff intensity . In coastal cities, the combination of more frequent extreme sea level events (due to sea level rise and storm surge) and extreme rainfall/ riverflow events will make flooding more probable . ",,
LR 4.3.e,"● Increased intensity and frequency of hot extremes and dangerous heat-humidity conditions, with increased human mortality, morbidity, and labour productivity loss  .  ● Increasing frequency of marine heatwaves will increase risks of biodiversity loss in the oceans, including from mass mortality events   ● Near-term risks for biodiversity loss are moderate to high in forest ecosystems  and kelp and seagrass ecosystems (high to very high confidence) and are high to very high in Arctic sea-ice and terrestrial ecosystems  and warm-water coral reefs  .  ● More intense and frequent extreme rainfall and associated flooding in many regions including coastal and other low-lying cities (medium to high confidence), and increased proportion of and peak wind speeds of intense tropical cyclones  .  ● High risks from dryland water scarcity, wildfire damage, and permafrost degradation  . ● Continued sea level rise and increased frequency and magnitude of extreme sea level events encroaching on coastal human settlements and damaging coastal infrastructure , committing low-lying coastal ecosystems to submergence and loss , expanding land salinization , with cascading to risks to livelihoods, health, well-being, cultural values, food and water security  . . ● Climate change will significantly increase ill health and premature deaths from the near- to long-term . Further warming will increase climate-sensitive food-borne, water-borne, and vector-borne disease risks , and mental health challenges including anxiety and stress . ● Cryosphere-related changes in floods, landslides, and water availability have the potential to lead to severe consequences for people, infrastructure and the economy in most mountain regions .  ● The projected increase in frequency and intensity of heavy precipitation  will increase rain-generated local flooding .  WGI SPM B.2.2 WGI TS Figure TS.6 WGII SPM B.1.4 WGII SPM B.4.4 WGII SPM Figure SPM.2WGI SPM B.2.3 WGII SPM B.1.2 WGII SPM Figure SPM.2 SROCC SPM B.5.1WGII SPM B.3.1WGI SPM B.2.4 WGI SPM C.2.2 WGI SPM C.2.6 WGI Chapter 11.7SRCCL SPM A.5.3.",,,WGI SPM C.2.5,"It is very likely to virtually certain40that regional mean relative sea level rise will continue throughout the 21st century, except in a few regions with substantial geologic land uplift rates. Approximately two-thirds of the global coastline has a projected regional relative sea level rise within ±20% of the global mean increase . Due to relative sea level rise, extreme sea level events that occurred once per century in the recent past are projected to occur at least annually at more than half of all tide gauge locations by 2100 . Relative sea level rise contributes to increases in the frequency and severity of coastal flooding in low-lying areas and to coastal erosion along most sandy coasts .  ",,
