,file_path,sentence,section,entities,labels,position_start,position_end,abbreviations,abbreviations_longform,abbreviation_start,abbreviation_end
11004,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/3_non-stationary_frequency_analy/1_p.xml,"The GEV (MLE) was fitted to the AMS series with consideration of each of the covariates (rainfall, river discharge, evaporation, IOD, and SOI) either in  μ ,  σ , or both.",RES,"GEV, MLE, IOD, SOI","ORG, ORG, ORG, ORG","4, 9, 129, 138","7, 12, 132, 141",,,,
11006,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/3_p.xml,The MK statistic for the annual lake levels during the period 1899 to 2017 had a statistically significant positive trend at  α  = 0.05 level.,RES,MK,ORG,4,6,,,,
11007,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/3_p.xml,This trend is obviously influenced by the extremely low level of 1915 and the peak level of 475.8 m ASVD in May 1980.,RES,ASVD,ORG,100,104,,,,
11009,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/3_p.xml,"However, the levels had a negative MK trend during 1980 to 2017 that was statistically significant at  α  = 0.05 level, with a linear regression trend of − 0.044 m per year.",RES,MK,ORG,35,37,,,,
11012,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/3_p.xml,"Table 4 Mann-Whitney multiple change points and detection years of Lake Malawi levels *CD_Year CD_Level *CP_Year CP_Level #Years 1918 471.2592 1906 471.16 12 1926 471.8775 1916 470.62 10 1936 474.8392 1926 471.88 10 1946 474.3908 1934 473.83 12 1976 475.6258 1962 474.72 14 1982 475.3375 1975 475.24 7 1995 473.5967 1983 475.84 12 2005 474.7783 1991 475.09 14 2011 474.5908 2000 474.02 11 *CD  year of detecting change in series,  CP  year the actual change occurred Fig.",RES,Lake Malawi,ORG,67,78,,,,
11017,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/1_p.xml,The lake levels peak at the end of the rain season between March and May (about 474.25 m ASVD).,RES,ASVD,ORG,89,93,,,,
11018,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/1_p.xml,This peak is followed by a recession with minimum levels occurring between October and December (about 473.36 m ASVD).,RES,ASVD,ORG,112,116,,,,
11022,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/5_p.xml,"On the other hand, annual rainfall over the lake from 1958 to 2012 (Table  5 ) had a mean of 1236.1 mm (Stdev = 200 mm) and a relatively low coefficient of variation (CV) of 16.0%.",RES,CV,ORG,167,169,,,,
11023,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/5_p.xml,"The CV is actually slightly higher than that reported by others (e.g., Lyons et al.",RES,CV,ORG,4,6,,,,
11026,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/5_p.xml,"At the individual stations, the rainfall peaks around Nkhata Bay and Nkhotakota area whereas Karonga and Monkey Bay to the extreme north and south respectively had the lowest mean annual rainfall.",RES,Nkhotakota,ORG,69,79,,,,
11027,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/5_p.xml,"In addition, the CV indicated that the rainfall pattern varies more inter-annually at the individual stations as compared with the basin-wide mean rainfall.",RES,CV,ORG,17,19,,,,
11030,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/5_p.xml,"However, the MK trends were not statistically significant at  α  = 0.05 level, for both the spatial rainfall as well as the individual stations.",RES,MK,ORG,13,15,,,,
11031,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/5_p.xml,Table 5 Summary of rainfall in Lake Malawi basin during 1958 to 2012 Station Mean (mm) Stdv (mm) CV (%) Karonga 969.86 178.56 0.18 Mangochi 974.36 201.64 0.21 Monke Bay 963.40 180.57 0.19 Nkhata Bay 1766.15 394.97 0.22 Nkhotakota 1601.53 307.62 0.19 Salima 1140.98 200.48 0.18 Average 1236.05 201.55 0.16 Fig.,RES,"Mangochi, Nkhotakota","ORG, ORG","131, 219","139, 229",,,,
11038,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/2_p.xml,The lake level had a mean annual lake level of 473.8 m ASVD (Stdev = 1.65 m ASVD) with a coefficient of variability (CV) of 0.349%.,RES,ASVD,ORG,76,80,,,,
11039,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/2_p.xml,The CV suggests relatively low variation around the mean lake level during the period.,RES,CV,ORG,4,6,,,,
11041,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/2_p.xml,"4 ), the lake levels had a decreasing trend up to a minima of about 470.4 m ASVD in 1915.",RES,ASVD,ORG,76,80,,,,
11043,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/2_p.xml,2017 ; Nicholson et al.,RES,Nicholson,ORG,7,16,,,,
11048,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/2_p.xml,"The lake levels started to rise almost linearly from 1915, reaching a local peak of 475.1 m ASVD in 1940.",RES,ASVD,ORG,92,96,,,,
11050,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/2_p.xml,Flows to the Shire River were restored around 1935 when the lake levels overtopped the sandbar with a lake level of 473 m ASVD.,RES,ASVD,ORG,122,126,,,,
11051,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/2_p.xml,"The hydrograph of the nearby Lake Chilwa, located to the south east of Lake Malawi, also shows a similar temporal lake level variation pattern up to around 1980 (Nicholson  2001 ).",RES,"Lake Chilwa, Nicholson","ORG, ORG","29, 162","40, 171",,,,
11056,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/6_p.xml,"Furthermore, the temperature regime during 1961 to 2004, the period of available record, shows that the basin has undergone considerable temperature increases (Fig.",RES,Fig,ORG,160,163,,,,
11065,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/6_p.xml,"The mean annual open water evaporation over the lake was 1290 mm (CV = 7.44%), with a statistically significant positive MK trend at  α  = 0.05 level for all stations as well as the average.",RES,"CV, MK","ORG, ORG","66, 121","68, 123",,,,
11068,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/6_p.xml,The evaporation from Thornthwaite’s model was compared with the annual lake evaporation derived from pan measurements for the same stations from 1971 to 1996.,RES,Thornthwaite’s,ORG,21,35,,,,
11071,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/6_p.xml,"The pan-derived evaporation were slightly higher (about 2%) than those from Thornthwaite’s model, but the two were strongly correlated according to Pearson’s correlation( ρ  > 88 % ,  p  < 0.05), and both having a significant positive MK trend  α  = 0.05).",RES,"Thornthwaite’s, Pearson’s","ORG, ORG","76, 148","90, 157",,,,
11072,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/6_p.xml,The Thornthwaite model-derived evaporation was therefore considered to be a reasonable estimate of lake evaporation.,RES,Thornthwaite,ORG,4,16,,,,
11080,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/1_temporal_hydro-climatic_patter/4_p.xml,The large lake autocorrelations should be expected as the lake has a large residence time (τ) of 114 years (Bootsma and Hecky  1993 ).,RES,Bootsma,ORG,108,115,,,,
11094,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/5_discussion/3_p.xml,In the high lake level section of Fig.,RES,Fig,ORG,34,37,,,,
11099,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/5_discussion/1_p.xml,"Table  14  summarizes the ranks of the various models for  \documentclass12pt{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$\hat{\mu}$$\end{document} μ ^  and  \documentclass12pt{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$\hat{\sigma}$$\end{document} σ ^  based on the AIC, BIC, NLL, and LR test results.",RES,"AIC, NLL, LR","ORG, ORG, ORG","680, 690, 699","683, 693, 701",,,,
11115,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/5_discussion/1_p.xml,"Table 14 Rankings of the models for  \documentclass12pt{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$\hat{\mu}$$\end{document} μ ^  and  \documentclass12pt{minimal} 				\usepackage{amsmath} 				\usepackage{wasysym}  				\usepackage{amsfonts}  				\usepackage{amssymb}  				\usepackage{amsbsy} 				\usepackage{mathrsfs} 				\usepackage{upgreek} 				\setlength{\oddsidemargin}{-69pt} 				\begin{document}$$\hat{\sigma}$$\end{document} σ ^ Model# Covariate(s) AIC BIC NLL LR ( p  value) Nested model AMS 3 Evaporation* 92.47 99.61 42.23 0.0003 AMS 0 AMS 17 Evap, Evap 92.76 101.68 41.38 0.0006 AMS 0 AMS 9 Evap+Rainfall+Discharge 92.52 103.22 40.26 0.0018 AMS 8 AMS 1 Rainfall 98.87 106.01 45.43 0.0097 AMS 0 AMS 2 Discharge 99.31 106.45 45.66 0.0125 AMS 0 AMS 12 Evaporation 100.71 107.85 46.36 0.0277 AMS 0",RES,AIC BIC NLL LR,ORG,664,678,,,,
11117,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/5_discussion/2_p.xml,"Based on the Weibull plotting position (Vogel and Fennessey,  1994  &  1995 ), these are compared with the corresponding stationary model (AMS 0 ) ( p  = 0.5 non-exceedance or the median and 100-year quantiles  p  = 0.99 non-exceedance) and the actual AMS series.",RES,Vogel,ORG,40,45,,,,
11119,/Users/pm286/projects/semanticClimate/climate_justice/PMC7442765/sections/1_body/2_results_and_discussions/5_discussion/2_p.xml,"Under stationary conditions, the T = 2-year and 100-year lake levels are estimated at 475.41 ± 0.21 m ASVD and 477.13 ± 0.50 m ASVD, respectively, as shown by the horizontal dashed lines in Fig.",RES,"ASVD, ASVD","ORG, ORG","102, 127","106, 131",,,,
11167,/Users/pm286/projects/semanticClimate/climate_justice/PMC8637707/sections/2_body/2_results/6_community_of_practice_opt-in_d/1_p.xml,A Community of Practice Opt-In Directory was offered to all participants in week 3 of the CCHH ECHO.,RES,Community of Practice Opt-In Directory,ORG,2,40,,,,
11169,/Users/pm286/projects/semanticClimate/climate_justice/PMC8637707/sections/2_body/2_results/6_community_of_practice_opt-in_d/1_p.xml,"During the last week of the CCHH ECHO, 55 participants (8% of 625 unique participants) who signed up for this directory were sent information to their ECHO classmates as a method to connect with one another after the course.",RES,"the CCHH ECHO, ECHO","ORG, ORG","24, 151","37, 155",,,,
11175,/Users/pm286/projects/semanticClimate/climate_justice/PMC8637707/sections/2_body/2_results/2_demographics_and_attendance/1_p.xml,"Nearly half of the participants had terminal degrees (MD, DO, or PhD) and participants were from around the globe, with 25 countries represented (see  Figure 1 ).",RES,DO,ORG,58,60,,,,
11190,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/4_traditional_ecological_knowled/3_p.xml,"Similarly, Bill Tripp talked about White settler policies that have prevented the Karuk Tribe in Northern California from practicing cultural burns, which have been a major part of the tribal identity for millennia.",RES,"White, the Karuk Tribe","ORG, ORG","35, 78","40, 93",,,,
11191,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/4_traditional_ecological_knowled/3_p.xml,The BGC discussion also addressed how the dismissal of Indigenous ways of knowing has been the main reason why California fires are increasing in frequency and intensity.,RES,BGC,ORG,4,7,,,,
11193,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/4_traditional_ecological_knowled/1_p.xml,Traditional ecological knowledge (TEK) and Indigenous ways of knowing have often been ignored by mainstream environmental movements at the local and global level (Berkes et al.,RES,TEK,ORG,34,37,,,,
11195,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/4_traditional_ecological_knowled/1_p.xml,"However, there has been growing recognition of the value of TEK and Indigenous and local knowledge (Kimmerer  2015 ).",RES,"TEK, Indigenous","ORG, ORG","60, 68","63, 78",,,,
11196,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/4_traditional_ecological_knowled/1_p.xml,"The topics discussed on BGC under this theme included food sovereignty, cultural fire burning practices, environmental activism, and spiritual healing through connecting with nature.",RES,BGC,ORG,24,27,,,,
11197,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/4_traditional_ecological_knowled/1_p.xml,"Table 3 BGC episodes focused on the theme of traditional ecological knowledge Guest and affiliation Episode number Title of podcast episode Rabiah Nur, Black and Indigenous (Mulki  2020 ) Ep.",RES,BGC,ORG,8,11,,,,
11201,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/4_traditional_ecological_knowled/1_p.xml,9 The Power of Indigenous Youth Environmental Movements,RES,9 The Power of Indigenous Youth Environmental Movements,ORG,0,55,,,,
11202,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/4_traditional_ecological_knowled/2_p.xml,"In the BGC conversations with Indigenous experts, guests shared how the knowledge to manage nature sustainably has been passed down through many generations.",RES,BGC,ORG,7,10,,,,
11208,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/6_building_a_community/3_p.xml,"For example, due to the destructive 2020 California fires (e.g., Slater and Devil Fire 2020), the podcast promoted a fundraiser for the Karuk Tribe in northern California to purchase a fire truck (Karuk Tribe DNR  2020 ).",RES,"the Karuk Tribe, Karuk Tribe DNR","ORG, ORG","132, 197","147, 212",,,,
11209,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/6_building_a_community/3_p.xml,The podcast has also given to other Black and Indigenous movements such as bailout funds for Black Lives Matter and also for the Lakota Land Defenders.,RES,the Lakota Land Defenders,ORG,125,150,,,,
11210,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/6_building_a_community/1_p.xml,"The BGC podcast was launched on February 18, 2020, and since then consistent efforts have been made to build a community around the issues discussed on the podcast.",RES,BGC,ORG,4,7,,,,
11214,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/6_building_a_community/1_p.xml,"Currently, the BGC podcast does not have sponsors or advertisements.",RES,BGC,ORG,15,18,,,,
11216,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/6_building_a_community/1_p.xml,"Because of the COVID-19 pandemic, lack of funding, and also because it is not easy for DQTBIPOC to make it to in-person events, it is possible that the podcast will remain a virtual community in the near future.",RES,DQTBIPOC,ORG,87,95,,,,
11220,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/6_building_a_community/2_p.xml,"For comparsion, The Podcast Host ( 2021 ) said that, “if your new episode gets, within 7 days of its release, more than 26 downloads, youre in the top 50% of podcasts.” The BGC podcast has an average of 350 downloads per episode.",RES,"The Podcast Host, BGC","ORG, ORG","16, 174","32, 177",,,,
11226,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/5_access_to_nature_and_the_outdo/1_p.xml,Disability justice and healing justice are also critical topics that have been covered on BGC.,RES,BGC,ORG,90,93,,,,
11227,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/5_access_to_nature_and_the_outdo/1_p.xml,"These justice movements have been created by DQTBIPOC activists who are calling for more holistic, thoughtful, and intentional activism (Berne et al.",RES,DQTBIPOC,ORG,45,53,,,,
11230,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/5_access_to_nature_and_the_outdo/1_p.xml,Conversations on the BGC podcast with regard to accessibility have pertained mainly to natural spaces such as parks.,RES,BGC,ORG,21,24,,,,
11231,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/5_access_to_nature_and_the_outdo/1_p.xml,"These included discussions with Vasu Sojitra, a professional adaptive athlete (Mulki  2020 , episode 35) and Syren Nagakyrie, the founder of Disabled Hikers (Mulki  2020 , episode 23; disabledhikers.com).",RES,Vasu Sojitra,ORG,32,44,,,,
11233,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/5_access_to_nature_and_the_outdo/2_p.xml,BGC podcast listeners and followers on social media have been especially surprised by the history of erasure as it relates to the creation of US national parks.,RES,BGC,ORG,0,3,,,,
11234,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/5_access_to_nature_and_the_outdo/2_p.xml,"There has been great interest from followers on BGC’s Instagram account on how the “Fathers of Conservation,” mainly John Muir, Adam Grant, and Theodore Roosevelt, held racist beliefs toward Black, Indigenous, and People of Color, which resulted in their exclusion from natural spaces during and after the creation of the national park system (Taylor  2016 ).",RES,"BGC’s Instagram, People of Color","ORG, ORG","48, 214","63, 229",,,,
11235,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/5_access_to_nature_and_the_outdo/2_p.xml,"This topic has created a dialogue on BGC’s Instagram account that has included shock, denial, and in some cases anger because it challenges a history that was not part of the mainstream education system and narratives.",RES,BGC’s Instagram,ORG,37,52,,,,
11236,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/5_access_to_nature_and_the_outdo/2_p.xml,"Ultimately, this is one of the goals of the podcast—to undo and unlearn some of the harmful ways of knowing that have further racialized and minoritized DQTBIPOC.",RES,DQTBIPOC,ORG,153,161,,,,
11237,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/5_access_to_nature_and_the_outdo/2_p.xml,"These BGC discussions were with Sarika Tandon, a racial equity and justice consultant (Mulki  2020 , episode 30) and Francisco Valenzuela, a former director at the US Forest Service (Mulki  2020 , episode 38) (Table  4 ).",RES,the US Forest Service,ORG,160,181,,,,
11238,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/5_access_to_nature_and_the_outdo/2_p.xml,Table 4 BGC episodes that focused on the theme of access to nature and the outdoors Guest Episode Title of podcast episode Ambika Rajyagor (Mulki  2020 ) Ep.,RES,"BGC, Guest Episode Title","ORG, ORG","8, 84","11, 103",,,,
11239,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/5_access_to_nature_and_the_outdo/2_p.xml,39 Lending a Voice to Disability Justice and an Outdoors for All Francisco Valenzuela (Mulki  2020 ) Ep.,RES,an Outdoors for All Francisco Valenzuela,ORG,45,85,,,,
11242,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/5_access_to_nature_and_the_outdo/2_p.xml,30 Advocating for Racial Equity in the Environmental Movement Syren Nagakyrie (Mulki  2020 ) Ep.,RES,"30 Advocating for Racial Equity, the Environmental Movement Syren Nagakyrie","ORG, ORG","0, 35","31, 77",,,,
11244,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/5_access_to_nature_and_the_outdo/2_p.xml,1 A Journey Through Academia as a Woman of Color,RES,Woman of Color,ORG,34,48,,,,
11247,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/2_environmental_justice/1_p.xml,"For example, a podcast guest Isaias Hernandez (Mulki  2020 , episode 11), an environmental educator who runs the Instagram account “QueerBrownVegan,” talked about how he grew up in a poor community in southern California that was exposed to air pollution due to proximity to a toxic industrial plant.",RES,Isaias Hernandez,ORG,29,45,,,,
11249,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/2_environmental_justice/1_p.xml,Table 1 BGC episodes focused on the theme of environmental justice Guest Podcast episode Title of podcast episode Frances Roberts-Gregory (Mulki  2020 ) Ep.,RES,BGC,ORG,8,11,,,,
11252,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/2_environmental_justice/1_p.xml,10 There’s Something In the Water Stacey Isaac Berahzer (Mulki  2020 ) Ep.,RES,10 There’s Something In the Water Stacey Isaac Berahzer,ORG,0,55,,,,
11253,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/2_environmental_justice/1_p.xml,3 Water Affordability and Equity in America,RES,3 Water Affordability and Equity in America,ORG,0,43,,,,
11257,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/3_structural_racism_and_conserva/3_p.xml,"Another example of how structural racism affects conservation comes from Belinda Chin (Mulki  2020 , episode 21), coordinator for the Urban Food Systems Program at Seattle Parks and Recreation.",RES,the Urban Food Systems Program,ORG,130,160,,,,
11260,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/3_structural_racism_and_conserva/3_p.xml,Several BGC more guests have spoken about the issue of structural racism (Table  2 ).,RES,BGC,ORG,8,11,,,,
11261,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/3_structural_racism_and_conserva/3_p.xml,Table 2 BGC episodes focused on the theme of structural racism in conservation Guest Episode number Title of podcast episode Dr. Jonathan Hall (Mulki  2020 ) Ep.,RES,"BGC, Guest Episode","ORG, ORG","8, 79","11, 92",,,,
11265,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/3_structural_racism_and_conserva/3_p.xml,8 29 Years of Insights with California State Parks Raya Salter (Mulki 2020) Ep.,RES,California State Parks Raya Salter,ORG,28,62,,,,
11266,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/3_structural_racism_and_conserva/3_p.xml,7 Making Space for Clean Energy and Climate Justice Fred Tutman (Mulki  2020 ) Ep.,RES,Clean Energy and Climate Justice,ORG,19,51,,,,
11267,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/3_structural_racism_and_conserva/3_p.xml,4 Grassroots Action in River Protection,RES,4 Grassroots Action in River Protection,ORG,0,39,,,,
11273,/Users/pm286/projects/semanticClimate/climate_justice/PMC8560216/sections/2_body/2_results__topics_covered_by_the/3_structural_racism_and_conserva/2_p.xml,"As a result, as Hall explained during his interview on BGC, collaborations have turned into conflicts between White scientists and Native Tribes regarding who gets to take the lead on conservation work in general, and whether it makes sense, specifically, to reintroduce California Condors to Tribal lands.",RES,"California Condors, Tribal","ORG, ORG","271, 293","289, 299",,,,
11285,/Users/pm286/projects/semanticClimate/climate_justice/PMC9312317/sections/2_body/3_results/2_explanatory_analysis/1_p.xml,"Moreover, the models have been subjected to standard statistical robustness checks, including multicollinearity, goodness-of-fit and model specification errors (UCLA: Statistical Consulting Group  2020 ).",RES,"UCLA, Statistical Consulting Group","ORG, ORG","161, 167","165, 195",,,,
11300,/Users/pm286/projects/semanticClimate/climate_justice/PMC9312317/sections/2_body/3_results/2_explanatory_analysis/2_p.xml,Centre left 1.013 .107 .902   Right .738 .203 .269   Don’t know/meaningless 1.169 .131 .164 Climate protest experience 1.028 .039 .474 Political efficacy .919 .065 .234 Non-EU (EU = ref.),RES,"Non-EU, EU","ORG, ORG","169, 177","175, 179",,,,
11319,/Users/pm286/projects/semanticClimate/climate_justice/PMC9312317/sections/2_body/3_results/1_descriptive_analyses/1_p.xml,"They show that respondents included an unusual number of teenagers, confirming the popular image of FFF as a young movement.",RES,FFF,ORG,100,103,,,,
11325,/Users/pm286/projects/semanticClimate/climate_justice/PMC9312317/sections/2_body/3_results/1_descriptive_analyses/1_p.xml,Table 1 Descriptive statistics of control variables Total ( N ) Total (%) Age (categorized)   Under 20 years 561 34   Over 20 years 1.783 76 Gender   Male 874 40.05   Female 1269 58.16   Other 39 1.79 Education   Low 198 9.25   Middle 535 25.00   High 1407 65.75 Climate protest experience   Never 640 29   1–5 1.201 55   6–10 224 10   11–20 73 3   21 +  45 2 Left–right self-placement   Far left 1.016 47   Centre left 685 32   Right 123 6   No-opinion/meaningless 338 16,RES,Gender,ORG,141,147,,,,
11361,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/2_variations_in_exposure_and_vul/2_p.xml,This relationship is most pronounced for vulnerability measured with SVI or CES.,RES,"SVI, CES","ORG, ORG","69, 76","72, 79",,,,
11363,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/2_variations_in_exposure_and_vul/2_p.xml,Communities of all levels of vulnerability defined by HHAI are projected to experience similar changes in heat exposure moving forward.,RES,HHAI,ORG,54,58,,,,
11364,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/2_variations_in_exposure_and_vul/2_p.xml,"One reason for this divergence is that HHAI considers heat adaptive capacity indicators that are not present in the other indices, such as the presence of outdoor workers or tree canopy coverage.",RES,HHAI,ORG,39,43,,,,
11368,/Users/pm286/projects/semanticClimate/climate_justice/PMC7641348/sections/1_body/3_results/3_equity-oriented_cci-funded_int/3_p.xml,"Unsurprisingly, designation as “disadvantaged” under CES is a major factor guiding which vulnerable communities received CCI-funded tract interventions ( Fig 4B ).",RES,"CES, CCI","ORG, ORG","53, 121","56, 124",,,,
