,0,1,2,3,4
794,4.5.3.d,"4.5.3.dGreen/natural and blue infrastructure such as urban forestry, green roofs, ponds and lakes, and river restoration can mitigate climate change through carbon uptake and storage, avoided emissions, and reduced energy use while reducing risk from extreme events such as heatwaves, heavy precipitation and droughts, and advancing co-benefits for health, wellbeing and livelihoods (medium confidence). Urban greening can provide local cooling (very high confidence). Combining green/natural and grey/physical infrastructure adaptation responses has potential to reduce adaptation costs and contribute to flood control, sanitation, water resources management, landslide prevention and coastal protection (medium confidence). Globally, more financing is directed at grey/physical infrastructure than green/natural infrastructure and social infrastructure (medium confidence), and there is limited evidence of investment in informal settlements (medium to high confidence). The greatest gains in well-being in urban areas can be achieved by prioritising finance to reduce climate risk for low-income and marginalised communities including people living in informal settlements (high confidence). {WGII SPM C.2.5, WGII SPM C.2.6, WGII SPM C.2.7, WGII SPM D.3.2, WGII TS.E.1.4, WGII Cross-Chapter Box FEAS; WGIII SPM C.6, WGIII SPM C.6.2, WGIII SPM D.1.3, WGIII SPM D.2.1} ",WGII SPM C.2.5,,
795,4.5.3.d,"4.5.3.dGreen/natural and blue infrastructure such as urban forestry, green roofs, ponds and lakes, and river restoration can mitigate climate change through carbon uptake and storage, avoided emissions, and reduced energy use while reducing risk from extreme events such as heatwaves, heavy precipitation and droughts, and advancing co-benefits for health, wellbeing and livelihoods (medium confidence). Urban greening can provide local cooling (very high confidence). Combining green/natural and grey/physical infrastructure adaptation responses has potential to reduce adaptation costs and contribute to flood control, sanitation, water resources management, landslide prevention and coastal protection (medium confidence). Globally, more financing is directed at grey/physical infrastructure than green/natural infrastructure and social infrastructure (medium confidence), and there is limited evidence of investment in informal settlements (medium to high confidence). The greatest gains in well-being in urban areas can be achieved by prioritising finance to reduce climate risk for low-income and marginalised communities including people living in informal settlements (high confidence). {WGII SPM C.2.5, WGII SPM C.2.6, WGII SPM C.2.7, WGII SPM D.3.2, WGII TS.E.1.4, WGII Cross-Chapter Box FEAS; WGIII SPM C.6, WGIII SPM C.6.2, WGIII SPM D.1.3, WGIII SPM D.2.1} ", WGII SPM C.2.6,,
796,4.5.3.d,"4.5.3.dGreen/natural and blue infrastructure such as urban forestry, green roofs, ponds and lakes, and river restoration can mitigate climate change through carbon uptake and storage, avoided emissions, and reduced energy use while reducing risk from extreme events such as heatwaves, heavy precipitation and droughts, and advancing co-benefits for health, wellbeing and livelihoods (medium confidence). Urban greening can provide local cooling (very high confidence). Combining green/natural and grey/physical infrastructure adaptation responses has potential to reduce adaptation costs and contribute to flood control, sanitation, water resources management, landslide prevention and coastal protection (medium confidence). Globally, more financing is directed at grey/physical infrastructure than green/natural infrastructure and social infrastructure (medium confidence), and there is limited evidence of investment in informal settlements (medium to high confidence). The greatest gains in well-being in urban areas can be achieved by prioritising finance to reduce climate risk for low-income and marginalised communities including people living in informal settlements (high confidence). {WGII SPM C.2.5, WGII SPM C.2.6, WGII SPM C.2.7, WGII SPM D.3.2, WGII TS.E.1.4, WGII Cross-Chapter Box FEAS; WGIII SPM C.6, WGIII SPM C.6.2, WGIII SPM D.1.3, WGIII SPM D.2.1} ", WGII SPM C.2.7,,
797,4.5.3.d,"4.5.3.dGreen/natural and blue infrastructure such as urban forestry, green roofs, ponds and lakes, and river restoration can mitigate climate change through carbon uptake and storage, avoided emissions, and reduced energy use while reducing risk from extreme events such as heatwaves, heavy precipitation and droughts, and advancing co-benefits for health, wellbeing and livelihoods (medium confidence). Urban greening can provide local cooling (very high confidence). Combining green/natural and grey/physical infrastructure adaptation responses has potential to reduce adaptation costs and contribute to flood control, sanitation, water resources management, landslide prevention and coastal protection (medium confidence). Globally, more financing is directed at grey/physical infrastructure than green/natural infrastructure and social infrastructure (medium confidence), and there is limited evidence of investment in informal settlements (medium to high confidence). The greatest gains in well-being in urban areas can be achieved by prioritising finance to reduce climate risk for low-income and marginalised communities including people living in informal settlements (high confidence). {WGII SPM C.2.5, WGII SPM C.2.6, WGII SPM C.2.7, WGII SPM D.3.2, WGII TS.E.1.4, WGII Cross-Chapter Box FEAS; WGIII SPM C.6, WGIII SPM C.6.2, WGIII SPM D.1.3, WGIII SPM D.2.1} ", WGII SPM D.3.2,,
798,4.5.3.d,"4.5.3.dGreen/natural and blue infrastructure such as urban forestry, green roofs, ponds and lakes, and river restoration can mitigate climate change through carbon uptake and storage, avoided emissions, and reduced energy use while reducing risk from extreme events such as heatwaves, heavy precipitation and droughts, and advancing co-benefits for health, wellbeing and livelihoods (medium confidence). Urban greening can provide local cooling (very high confidence). Combining green/natural and grey/physical infrastructure adaptation responses has potential to reduce adaptation costs and contribute to flood control, sanitation, water resources management, landslide prevention and coastal protection (medium confidence). Globally, more financing is directed at grey/physical infrastructure than green/natural infrastructure and social infrastructure (medium confidence), and there is limited evidence of investment in informal settlements (medium to high confidence). The greatest gains in well-being in urban areas can be achieved by prioritising finance to reduce climate risk for low-income and marginalised communities including people living in informal settlements (high confidence). {WGII SPM C.2.5, WGII SPM C.2.6, WGII SPM C.2.7, WGII SPM D.3.2, WGII TS.E.1.4, WGII Cross-Chapter Box FEAS; WGIII SPM C.6, WGIII SPM C.6.2, WGIII SPM D.1.3, WGIII SPM D.2.1} ", WGII TS.E.1.4,,
799,4.5.3.d,"4.5.3.dGreen/natural and blue infrastructure such as urban forestry, green roofs, ponds and lakes, and river restoration can mitigate climate change through carbon uptake and storage, avoided emissions, and reduced energy use while reducing risk from extreme events such as heatwaves, heavy precipitation and droughts, and advancing co-benefits for health, wellbeing and livelihoods (medium confidence). Urban greening can provide local cooling (very high confidence). Combining green/natural and grey/physical infrastructure adaptation responses has potential to reduce adaptation costs and contribute to flood control, sanitation, water resources management, landslide prevention and coastal protection (medium confidence). Globally, more financing is directed at grey/physical infrastructure than green/natural infrastructure and social infrastructure (medium confidence), and there is limited evidence of investment in informal settlements (medium to high confidence). The greatest gains in well-being in urban areas can be achieved by prioritising finance to reduce climate risk for low-income and marginalised communities including people living in informal settlements (high confidence). {WGII SPM C.2.5, WGII SPM C.2.6, WGII SPM C.2.7, WGII SPM D.3.2, WGII TS.E.1.4, WGII Cross-Chapter Box FEAS; WGIII SPM C.6, WGIII SPM C.6.2, WGIII SPM D.1.3, WGIII SPM D.2.1} ", WGII Cross-Chapter Box FEAS,,
800,4.5.3.d,"4.5.3.dGreen/natural and blue infrastructure such as urban forestry, green roofs, ponds and lakes, and river restoration can mitigate climate change through carbon uptake and storage, avoided emissions, and reduced energy use while reducing risk from extreme events such as heatwaves, heavy precipitation and droughts, and advancing co-benefits for health, wellbeing and livelihoods (medium confidence). Urban greening can provide local cooling (very high confidence). Combining green/natural and grey/physical infrastructure adaptation responses has potential to reduce adaptation costs and contribute to flood control, sanitation, water resources management, landslide prevention and coastal protection (medium confidence). Globally, more financing is directed at grey/physical infrastructure than green/natural infrastructure and social infrastructure (medium confidence), and there is limited evidence of investment in informal settlements (medium to high confidence). The greatest gains in well-being in urban areas can be achieved by prioritising finance to reduce climate risk for low-income and marginalised communities including people living in informal settlements (high confidence). {WGII SPM C.2.5, WGII SPM C.2.6, WGII SPM C.2.7, WGII SPM D.3.2, WGII TS.E.1.4, WGII Cross-Chapter Box FEAS; WGIII SPM C.6, WGIII SPM C.6.2, WGIII SPM D.1.3, WGIII SPM D.2.1} ", WGIII SPM C.6,,
801,4.5.3.d,"4.5.3.dGreen/natural and blue infrastructure such as urban forestry, green roofs, ponds and lakes, and river restoration can mitigate climate change through carbon uptake and storage, avoided emissions, and reduced energy use while reducing risk from extreme events such as heatwaves, heavy precipitation and droughts, and advancing co-benefits for health, wellbeing and livelihoods (medium confidence). Urban greening can provide local cooling (very high confidence). Combining green/natural and grey/physical infrastructure adaptation responses has potential to reduce adaptation costs and contribute to flood control, sanitation, water resources management, landslide prevention and coastal protection (medium confidence). Globally, more financing is directed at grey/physical infrastructure than green/natural infrastructure and social infrastructure (medium confidence), and there is limited evidence of investment in informal settlements (medium to high confidence). The greatest gains in well-being in urban areas can be achieved by prioritising finance to reduce climate risk for low-income and marginalised communities including people living in informal settlements (high confidence). {WGII SPM C.2.5, WGII SPM C.2.6, WGII SPM C.2.7, WGII SPM D.3.2, WGII TS.E.1.4, WGII Cross-Chapter Box FEAS; WGIII SPM C.6, WGIII SPM C.6.2, WGIII SPM D.1.3, WGIII SPM D.2.1} ", WGIII SPM C.6.2,,
802,4.5.3.d,"4.5.3.dGreen/natural and blue infrastructure such as urban forestry, green roofs, ponds and lakes, and river restoration can mitigate climate change through carbon uptake and storage, avoided emissions, and reduced energy use while reducing risk from extreme events such as heatwaves, heavy precipitation and droughts, and advancing co-benefits for health, wellbeing and livelihoods (medium confidence). Urban greening can provide local cooling (very high confidence). Combining green/natural and grey/physical infrastructure adaptation responses has potential to reduce adaptation costs and contribute to flood control, sanitation, water resources management, landslide prevention and coastal protection (medium confidence). Globally, more financing is directed at grey/physical infrastructure than green/natural infrastructure and social infrastructure (medium confidence), and there is limited evidence of investment in informal settlements (medium to high confidence). The greatest gains in well-being in urban areas can be achieved by prioritising finance to reduce climate risk for low-income and marginalised communities including people living in informal settlements (high confidence). {WGII SPM C.2.5, WGII SPM C.2.6, WGII SPM C.2.7, WGII SPM D.3.2, WGII TS.E.1.4, WGII Cross-Chapter Box FEAS; WGIII SPM C.6, WGIII SPM C.6.2, WGIII SPM D.1.3, WGIII SPM D.2.1} ", WGIII SPM D.1.3,,
803,4.5.3.d,"4.5.3.dGreen/natural and blue infrastructure such as urban forestry, green roofs, ponds and lakes, and river restoration can mitigate climate change through carbon uptake and storage, avoided emissions, and reduced energy use while reducing risk from extreme events such as heatwaves, heavy precipitation and droughts, and advancing co-benefits for health, wellbeing and livelihoods (medium confidence). Urban greening can provide local cooling (very high confidence). Combining green/natural and grey/physical infrastructure adaptation responses has potential to reduce adaptation costs and contribute to flood control, sanitation, water resources management, landslide prevention and coastal protection (medium confidence). Globally, more financing is directed at grey/physical infrastructure than green/natural infrastructure and social infrastructure (medium confidence), and there is limited evidence of investment in informal settlements (medium to high confidence). The greatest gains in well-being in urban areas can be achieved by prioritising finance to reduce climate risk for low-income and marginalised communities including people living in informal settlements (high confidence). {WGII SPM C.2.5, WGII SPM C.2.6, WGII SPM C.2.7, WGII SPM D.3.2, WGII TS.E.1.4, WGII Cross-Chapter Box FEAS; WGIII SPM C.6, WGIII SPM C.6.2, WGIII SPM D.1.3, WGIII SPM D.2.1} ", WGIII SPM D.2.1,,
804,4.5.3.e,"4.5.3.eResponses to ongoing sea level rise and land subsidence in low-lying coastal cities and settlements and small islands include protection, accommodation, advance and planned relocation. These responses are more effective if combined and/or sequenced, planned well ahead, aligned with sociocultural values and development priorities, and underpinned by inclusive community engagement processes. (high confidence) {WGII SPM C.2.8}",WGII SPM C.2.8,,
805,4.5.4.a,"4.5.4.aThere is substantial mitigation and adaptation potential from options in agriculture, forestry and other land use, and in the oceans, that could be upscaled in the near term across most regions (high confidence) (Figure 4.5). Conservation, improved management, and restoration of forests and other ecosystems offer the largest share of economic mitigation potential, with reduced deforestation in tropical regions having the highest total mitigation potential. Ecosystem restoration, reforestation, and afforestation can lead to trade-offs due to competing demands on land. Minimizing trade-offs required integrated approaches to meet multiple objectives including food security. Demand-side measures (shifting to sustainable healthy diets and reducing food loss/waste) and sustainable agricultural intensification can reduce ecosystem conversion and CH4 and N2O emissions, and free up land for reforestation and ecosystem restoration. Sustainably sourced agriculture and forest products, including long-lived wood products, can be used instead of more GHG-intensive products in other sectors. Effective adaptation options include cultivar improvements, agroforestry, community-based adaptation, farm and landscape diversification, and urban agriculture. These AFOLU response options require integration of biophysical, socioeconomic and other enabling factors. The effectiveness of ecosystem-based adaptation and most water-related adaptation options declines with increasing warming (see 3.2). (high confidence). {WGII SPM C.2.1, WGII SPM C.2.2, WGII SPM C.2.5 WGIII SPM C.9.1; SRCCL SPM B.1.1, SRCCL SPM B.5.4, SRCCL SPM D.1; SROCC SPM C}  ",WGII SPM C.2.1,,
806,4.5.4.a,"4.5.4.aThere is substantial mitigation and adaptation potential from options in agriculture, forestry and other land use, and in the oceans, that could be upscaled in the near term across most regions (high confidence) (Figure 4.5). Conservation, improved management, and restoration of forests and other ecosystems offer the largest share of economic mitigation potential, with reduced deforestation in tropical regions having the highest total mitigation potential. Ecosystem restoration, reforestation, and afforestation can lead to trade-offs due to competing demands on land. Minimizing trade-offs required integrated approaches to meet multiple objectives including food security. Demand-side measures (shifting to sustainable healthy diets and reducing food loss/waste) and sustainable agricultural intensification can reduce ecosystem conversion and CH4 and N2O emissions, and free up land for reforestation and ecosystem restoration. Sustainably sourced agriculture and forest products, including long-lived wood products, can be used instead of more GHG-intensive products in other sectors. Effective adaptation options include cultivar improvements, agroforestry, community-based adaptation, farm and landscape diversification, and urban agriculture. These AFOLU response options require integration of biophysical, socioeconomic and other enabling factors. The effectiveness of ecosystem-based adaptation and most water-related adaptation options declines with increasing warming (see 3.2). (high confidence). {WGII SPM C.2.1, WGII SPM C.2.2, WGII SPM C.2.5 WGIII SPM C.9.1; SRCCL SPM B.1.1, SRCCL SPM B.5.4, SRCCL SPM D.1; SROCC SPM C}  ", WGII SPM C.2.2,,
807,4.5.4.a,"4.5.4.aThere is substantial mitigation and adaptation potential from options in agriculture, forestry and other land use, and in the oceans, that could be upscaled in the near term across most regions (high confidence) (Figure 4.5). Conservation, improved management, and restoration of forests and other ecosystems offer the largest share of economic mitigation potential, with reduced deforestation in tropical regions having the highest total mitigation potential. Ecosystem restoration, reforestation, and afforestation can lead to trade-offs due to competing demands on land. Minimizing trade-offs required integrated approaches to meet multiple objectives including food security. Demand-side measures (shifting to sustainable healthy diets and reducing food loss/waste) and sustainable agricultural intensification can reduce ecosystem conversion and CH4 and N2O emissions, and free up land for reforestation and ecosystem restoration. Sustainably sourced agriculture and forest products, including long-lived wood products, can be used instead of more GHG-intensive products in other sectors. Effective adaptation options include cultivar improvements, agroforestry, community-based adaptation, farm and landscape diversification, and urban agriculture. These AFOLU response options require integration of biophysical, socioeconomic and other enabling factors. The effectiveness of ecosystem-based adaptation and most water-related adaptation options declines with increasing warming (see 3.2). (high confidence). {WGII SPM C.2.1, WGII SPM C.2.2, WGII SPM C.2.5 WGIII SPM C.9.1; SRCCL SPM B.1.1, SRCCL SPM B.5.4, SRCCL SPM D.1; SROCC SPM C}  ", WGII SPM C.2.5 WGIII SPM C.9.1,,
808,4.5.4.a,"4.5.4.aThere is substantial mitigation and adaptation potential from options in agriculture, forestry and other land use, and in the oceans, that could be upscaled in the near term across most regions (high confidence) (Figure 4.5). Conservation, improved management, and restoration of forests and other ecosystems offer the largest share of economic mitigation potential, with reduced deforestation in tropical regions having the highest total mitigation potential. Ecosystem restoration, reforestation, and afforestation can lead to trade-offs due to competing demands on land. Minimizing trade-offs required integrated approaches to meet multiple objectives including food security. Demand-side measures (shifting to sustainable healthy diets and reducing food loss/waste) and sustainable agricultural intensification can reduce ecosystem conversion and CH4 and N2O emissions, and free up land for reforestation and ecosystem restoration. Sustainably sourced agriculture and forest products, including long-lived wood products, can be used instead of more GHG-intensive products in other sectors. Effective adaptation options include cultivar improvements, agroforestry, community-based adaptation, farm and landscape diversification, and urban agriculture. These AFOLU response options require integration of biophysical, socioeconomic and other enabling factors. The effectiveness of ecosystem-based adaptation and most water-related adaptation options declines with increasing warming (see 3.2). (high confidence). {WGII SPM C.2.1, WGII SPM C.2.2, WGII SPM C.2.5 WGIII SPM C.9.1; SRCCL SPM B.1.1, SRCCL SPM B.5.4, SRCCL SPM D.1; SROCC SPM C}  ", SRCCL SPM B.1.1,,
809,4.5.4.a,"4.5.4.aThere is substantial mitigation and adaptation potential from options in agriculture, forestry and other land use, and in the oceans, that could be upscaled in the near term across most regions (high confidence) (Figure 4.5). Conservation, improved management, and restoration of forests and other ecosystems offer the largest share of economic mitigation potential, with reduced deforestation in tropical regions having the highest total mitigation potential. Ecosystem restoration, reforestation, and afforestation can lead to trade-offs due to competing demands on land. Minimizing trade-offs required integrated approaches to meet multiple objectives including food security. Demand-side measures (shifting to sustainable healthy diets and reducing food loss/waste) and sustainable agricultural intensification can reduce ecosystem conversion and CH4 and N2O emissions, and free up land for reforestation and ecosystem restoration. Sustainably sourced agriculture and forest products, including long-lived wood products, can be used instead of more GHG-intensive products in other sectors. Effective adaptation options include cultivar improvements, agroforestry, community-based adaptation, farm and landscape diversification, and urban agriculture. These AFOLU response options require integration of biophysical, socioeconomic and other enabling factors. The effectiveness of ecosystem-based adaptation and most water-related adaptation options declines with increasing warming (see 3.2). (high confidence). {WGII SPM C.2.1, WGII SPM C.2.2, WGII SPM C.2.5 WGIII SPM C.9.1; SRCCL SPM B.1.1, SRCCL SPM B.5.4, SRCCL SPM D.1; SROCC SPM C}  ", SRCCL SPM B.5.4,,
810,4.5.4.a,"4.5.4.aThere is substantial mitigation and adaptation potential from options in agriculture, forestry and other land use, and in the oceans, that could be upscaled in the near term across most regions (high confidence) (Figure 4.5). Conservation, improved management, and restoration of forests and other ecosystems offer the largest share of economic mitigation potential, with reduced deforestation in tropical regions having the highest total mitigation potential. Ecosystem restoration, reforestation, and afforestation can lead to trade-offs due to competing demands on land. Minimizing trade-offs required integrated approaches to meet multiple objectives including food security. Demand-side measures (shifting to sustainable healthy diets and reducing food loss/waste) and sustainable agricultural intensification can reduce ecosystem conversion and CH4 and N2O emissions, and free up land for reforestation and ecosystem restoration. Sustainably sourced agriculture and forest products, including long-lived wood products, can be used instead of more GHG-intensive products in other sectors. Effective adaptation options include cultivar improvements, agroforestry, community-based adaptation, farm and landscape diversification, and urban agriculture. These AFOLU response options require integration of biophysical, socioeconomic and other enabling factors. The effectiveness of ecosystem-based adaptation and most water-related adaptation options declines with increasing warming (see 3.2). (high confidence). {WGII SPM C.2.1, WGII SPM C.2.2, WGII SPM C.2.5 WGIII SPM C.9.1; SRCCL SPM B.1.1, SRCCL SPM B.5.4, SRCCL SPM D.1; SROCC SPM C}  ", SRCCL SPM D.1,,
811,4.5.4.a,"4.5.4.aThere is substantial mitigation and adaptation potential from options in agriculture, forestry and other land use, and in the oceans, that could be upscaled in the near term across most regions (high confidence) (Figure 4.5). Conservation, improved management, and restoration of forests and other ecosystems offer the largest share of economic mitigation potential, with reduced deforestation in tropical regions having the highest total mitigation potential. Ecosystem restoration, reforestation, and afforestation can lead to trade-offs due to competing demands on land. Minimizing trade-offs required integrated approaches to meet multiple objectives including food security. Demand-side measures (shifting to sustainable healthy diets and reducing food loss/waste) and sustainable agricultural intensification can reduce ecosystem conversion and CH4 and N2O emissions, and free up land for reforestation and ecosystem restoration. Sustainably sourced agriculture and forest products, including long-lived wood products, can be used instead of more GHG-intensive products in other sectors. Effective adaptation options include cultivar improvements, agroforestry, community-based adaptation, farm and landscape diversification, and urban agriculture. These AFOLU response options require integration of biophysical, socioeconomic and other enabling factors. The effectiveness of ecosystem-based adaptation and most water-related adaptation options declines with increasing warming (see 3.2). (high confidence). {WGII SPM C.2.1, WGII SPM C.2.2, WGII SPM C.2.5 WGIII SPM C.9.1; SRCCL SPM B.1.1, SRCCL SPM B.5.4, SRCCL SPM D.1; SROCC SPM C}  ", SROCC SPM C,,
812,4.5.4.b,"4.5.4.bSome options, such as conservation of high-carbon ecosystems (e.g., peatlands, wetlands, rangelands, mangroves and forests), have immediate impacts while others, such as restoration of high-carbon ecosystems, reclamation of degraded soils or afforestation, take decades to deliver measurable results (high confidence). Many sustainable land management technologies and practices are financially profitable in three to ten years (medium confidence). {SRCCL SPM B.1.2, SRCCL SPM D.2.2}  ",SRCCL SPM B.1.2,,
813,4.5.4.b,"4.5.4.bSome options, such as conservation of high-carbon ecosystems (e.g., peatlands, wetlands, rangelands, mangroves and forests), have immediate impacts while others, such as restoration of high-carbon ecosystems, reclamation of degraded soils or afforestation, take decades to deliver measurable results (high confidence). Many sustainable land management technologies and practices are financially profitable in three to ten years (medium confidence). {SRCCL SPM B.1.2, SRCCL SPM D.2.2}  ", SRCCL SPM D.2.2,,
814,4.5.4.c,"4.5.4.cMaintaining the resilience of biodiversity and ecosystem services at a global scale depends on effective and equitable conservation of approximately 30–50% of Earth’s land, freshwater and ocean areas, including currently near-natural ecosystems (high confidence). The services and options provided by terrestrial, freshwater, coastal and ocean ecosystems can be supported by protection, restoration, precautionary ecosystem-based management of renewable resource use, and the reduction of pollution and other stressors (high confidence). {WGII SPM C.2.4, WGII SPM D.4; SROCC SPM C.2}  ",WGII SPM C.2.4,,
815,4.5.4.c,"4.5.4.cMaintaining the resilience of biodiversity and ecosystem services at a global scale depends on effective and equitable conservation of approximately 30–50% of Earth’s land, freshwater and ocean areas, including currently near-natural ecosystems (high confidence). The services and options provided by terrestrial, freshwater, coastal and ocean ecosystems can be supported by protection, restoration, precautionary ecosystem-based management of renewable resource use, and the reduction of pollution and other stressors (high confidence). {WGII SPM C.2.4, WGII SPM D.4; SROCC SPM C.2}  ", WGII SPM D.4,,
816,4.5.4.c,"4.5.4.cMaintaining the resilience of biodiversity and ecosystem services at a global scale depends on effective and equitable conservation of approximately 30–50% of Earth’s land, freshwater and ocean areas, including currently near-natural ecosystems (high confidence). The services and options provided by terrestrial, freshwater, coastal and ocean ecosystems can be supported by protection, restoration, precautionary ecosystem-based management of renewable resource use, and the reduction of pollution and other stressors (high confidence). {WGII SPM C.2.4, WGII SPM D.4; SROCC SPM C.2}  ", SROCC SPM C.2,,
817,4.5.4.d,"4.5.4.dLarge-scale land conversion for bioenergy, biochar, or afforestation can increase risks to biodiversity, water and food security. In contrast, restoring natural forests and drained peatlands, and improving sustainability of managed forests enhances the resilience of carbon stocks and sinks and reduces ecosystem vulnerability to climate change. Cooperation, and inclusive decision making, with local communities and Indigenous Peoples, as well as recognition of inherent rights of Indigenous Peoples, is integral to successful adaptation across forests and other ecosystems. (high confidence). {WGII SPM B.5.4, WGII SPM C.2.3, WGII SPM C.2.4; WGIII SPM D.2.3; SRCCL B.7.3, SRCCL SPM C.4.3, SRCCL TS.7}  ",WGII SPM B.5.4,,
818,4.5.4.d,"4.5.4.dLarge-scale land conversion for bioenergy, biochar, or afforestation can increase risks to biodiversity, water and food security. In contrast, restoring natural forests and drained peatlands, and improving sustainability of managed forests enhances the resilience of carbon stocks and sinks and reduces ecosystem vulnerability to climate change. Cooperation, and inclusive decision making, with local communities and Indigenous Peoples, as well as recognition of inherent rights of Indigenous Peoples, is integral to successful adaptation across forests and other ecosystems. (high confidence). {WGII SPM B.5.4, WGII SPM C.2.3, WGII SPM C.2.4; WGIII SPM D.2.3; SRCCL B.7.3, SRCCL SPM C.4.3, SRCCL TS.7}  ", WGII SPM C.2.3,,
819,4.5.4.d,"4.5.4.dLarge-scale land conversion for bioenergy, biochar, or afforestation can increase risks to biodiversity, water and food security. In contrast, restoring natural forests and drained peatlands, and improving sustainability of managed forests enhances the resilience of carbon stocks and sinks and reduces ecosystem vulnerability to climate change. Cooperation, and inclusive decision making, with local communities and Indigenous Peoples, as well as recognition of inherent rights of Indigenous Peoples, is integral to successful adaptation across forests and other ecosystems. (high confidence). {WGII SPM B.5.4, WGII SPM C.2.3, WGII SPM C.2.4; WGIII SPM D.2.3; SRCCL B.7.3, SRCCL SPM C.4.3, SRCCL TS.7}  ", WGII SPM C.2.4,,
820,4.5.4.d,"4.5.4.dLarge-scale land conversion for bioenergy, biochar, or afforestation can increase risks to biodiversity, water and food security. In contrast, restoring natural forests and drained peatlands, and improving sustainability of managed forests enhances the resilience of carbon stocks and sinks and reduces ecosystem vulnerability to climate change. Cooperation, and inclusive decision making, with local communities and Indigenous Peoples, as well as recognition of inherent rights of Indigenous Peoples, is integral to successful adaptation across forests and other ecosystems. (high confidence). {WGII SPM B.5.4, WGII SPM C.2.3, WGII SPM C.2.4; WGIII SPM D.2.3; SRCCL B.7.3, SRCCL SPM C.4.3, SRCCL TS.7}  ", WGIII SPM D.2.3,,
821,4.5.4.d,"4.5.4.dLarge-scale land conversion for bioenergy, biochar, or afforestation can increase risks to biodiversity, water and food security. In contrast, restoring natural forests and drained peatlands, and improving sustainability of managed forests enhances the resilience of carbon stocks and sinks and reduces ecosystem vulnerability to climate change. Cooperation, and inclusive decision making, with local communities and Indigenous Peoples, as well as recognition of inherent rights of Indigenous Peoples, is integral to successful adaptation across forests and other ecosystems. (high confidence). {WGII SPM B.5.4, WGII SPM C.2.3, WGII SPM C.2.4; WGIII SPM D.2.3; SRCCL B.7.3, SRCCL SPM C.4.3, SRCCL TS.7}  ", SRCCL B.7.3,,
822,4.5.4.d,"4.5.4.dLarge-scale land conversion for bioenergy, biochar, or afforestation can increase risks to biodiversity, water and food security. In contrast, restoring natural forests and drained peatlands, and improving sustainability of managed forests enhances the resilience of carbon stocks and sinks and reduces ecosystem vulnerability to climate change. Cooperation, and inclusive decision making, with local communities and Indigenous Peoples, as well as recognition of inherent rights of Indigenous Peoples, is integral to successful adaptation across forests and other ecosystems. (high confidence). {WGII SPM B.5.4, WGII SPM C.2.3, WGII SPM C.2.4; WGIII SPM D.2.3; SRCCL B.7.3, SRCCL SPM C.4.3, SRCCL TS.7}  ", SRCCL SPM C.4.3,,
823,4.5.4.d,"4.5.4.dLarge-scale land conversion for bioenergy, biochar, or afforestation can increase risks to biodiversity, water and food security. In contrast, restoring natural forests and drained peatlands, and improving sustainability of managed forests enhances the resilience of carbon stocks and sinks and reduces ecosystem vulnerability to climate change. Cooperation, and inclusive decision making, with local communities and Indigenous Peoples, as well as recognition of inherent rights of Indigenous Peoples, is integral to successful adaptation across forests and other ecosystems. (high confidence). {WGII SPM B.5.4, WGII SPM C.2.3, WGII SPM C.2.4; WGIII SPM D.2.3; SRCCL B.7.3, SRCCL SPM C.4.3, SRCCL TS.7}  ", SRCCL TS.7,,
824,4.5.4.e,"4.5.4.eNatural rivers, wetlands and upstream forests reduce flood risk in most circumstances (high confidence). Enhancing natural water retention such as by restoring wetlands and rivers, land use planning such as no build zones or upstream forest management, can further reduce flood risk (medium confidence). For inland flooding, combinations of non-structural measures like early warning systems and structural measures like levees have reduced loss of lives (medium confidence), but hard defences against flooding or sea level rise can also be maladaptive (high confidence). {WGII SPM C.2.1, WGII SPM C.4.1, WGII SPM C.4.2, WGII SPM C.2.5} ",WGII SPM C.2.1,,
825,4.5.4.e,"4.5.4.eNatural rivers, wetlands and upstream forests reduce flood risk in most circumstances (high confidence). Enhancing natural water retention such as by restoring wetlands and rivers, land use planning such as no build zones or upstream forest management, can further reduce flood risk (medium confidence). For inland flooding, combinations of non-structural measures like early warning systems and structural measures like levees have reduced loss of lives (medium confidence), but hard defences against flooding or sea level rise can also be maladaptive (high confidence). {WGII SPM C.2.1, WGII SPM C.4.1, WGII SPM C.4.2, WGII SPM C.2.5} ", WGII SPM C.4.1,,
826,4.5.4.e,"4.5.4.eNatural rivers, wetlands and upstream forests reduce flood risk in most circumstances (high confidence). Enhancing natural water retention such as by restoring wetlands and rivers, land use planning such as no build zones or upstream forest management, can further reduce flood risk (medium confidence). For inland flooding, combinations of non-structural measures like early warning systems and structural measures like levees have reduced loss of lives (medium confidence), but hard defences against flooding or sea level rise can also be maladaptive (high confidence). {WGII SPM C.2.1, WGII SPM C.4.1, WGII SPM C.4.2, WGII SPM C.2.5} ", WGII SPM C.4.2,,
827,4.5.4.e,"4.5.4.eNatural rivers, wetlands and upstream forests reduce flood risk in most circumstances (high confidence). Enhancing natural water retention such as by restoring wetlands and rivers, land use planning such as no build zones or upstream forest management, can further reduce flood risk (medium confidence). For inland flooding, combinations of non-structural measures like early warning systems and structural measures like levees have reduced loss of lives (medium confidence), but hard defences against flooding or sea level rise can also be maladaptive (high confidence). {WGII SPM C.2.1, WGII SPM C.4.1, WGII SPM C.4.2, WGII SPM C.2.5} ", WGII SPM C.2.5,,
